id;nr;iterations;kicks;goals;score
trainGaPlayer01C;work004;0;0.894;0.000;0.894
trainGaPlayer01C;work004;1;0.714;0.000;0.714
trainGaPlayer01C;work004;2;1.174;0.000;1.174
trainGaPlayer01C;work004;3;1.590;0.000;1.590
trainGaPlayer01C;work004;4;1.680;0.000;1.680
trainGaPlayer01C;work004;5;2.065;0.000;2.065
trainGaPlayer01C;work004;6;2.855;0.000;2.855
trainGaPlayer01C;work004;7;4.059;0.000;4.059
trainGaPlayer01C;work004;8;3.311;0.000;3.311
trainGaPlayer01C;work004;9;3.438;0.000;3.438
trainGaPlayer01C;work004;10;4.376;0.000;4.376
trainGaPlayer01C;work004;11;4.811;0.000;4.811
trainGaPlayer01C;work004;12;6.245;0.000;6.245
trainGaPlayer01C;work004;13;7.117;0.007;8.117
trainGaPlayer01C;work004;14;6.317;0.000;6.317
trainGaPlayer01C;work004;15;7.996;0.000;7.996
trainGaPlayer01C;work004;16;8.778;0.000;8.778
trainGaPlayer01C;work004;17;8.987;0.000;8.987
trainGaPlayer01C;work004;18;8.352;0.000;8.352
trainGaPlayer01C;work004;19;8.552;0.007;9.552
trainGaPlayer01C;work004;20;9.476;0.000;9.476
trainGaPlayer01C;work004;21;8.296;0.004;8.852
trainGaPlayer01C;work004;22;8.659;0.000;8.659
trainGaPlayer01C;work004;23;7.416;0.000;7.416
trainGaPlayer01C;work004;24;9.623;0.003;10.123
trainGaPlayer01C;work004;25;10.699;0.007;11.699
trainGaPlayer01C;work004;26;12.767;0.000;12.767
trainGaPlayer01C;work004;27;11.226;0.000;11.226
trainGaPlayer01C;work004;28;12.253;0.007;13.253
trainGaPlayer01C;work004;29;14.511;0.000;14.511
trainGaPlayer01C;work004;30;16.696;0.000;16.696
trainGaPlayer01C;work004;31;17.027;0.005;17.741
trainGaPlayer01C;work004;32;18.842;0.000;18.842
trainGaPlayer01C;work004;33;19.874;0.000;19.874
trainGaPlayer01C;work004;34;21.469;0.021;24.594
trainGaPlayer01C;work004;35;20.922;0.011;22.588
trainGaPlayer01C;work004;36;22.662;0.000;22.662
trainGaPlayer01C;work004;37;24.896;0.020;27.860
trainGaPlayer01C;work004;38;26.630;0.017;29.130
trainGaPlayer01C;work004;39;27.860;0.000;27.860
trainGaPlayer01C;work004;40;28.895;0.000;28.895
trainGaPlayer01C;work004;41;27.017;0.000;27.017
trainGaPlayer01C;work004;42;28.037;0.010;29.492
trainGaPlayer01C;work004;43;34.618;0.000;34.618
trainGaPlayer01C;work004;44;31.687;0.000;31.687
trainGaPlayer01C;work004;45;32.405;0.000;32.405
trainGaPlayer01C;work004;46;35.956;0.004;36.581
trainGaPlayer01C;work004;47;35.056;0.007;36.056
trainGaPlayer01C;work004;48;39.009;0.000;39.009
trainGaPlayer01C;work004;49;39.904;0.004;40.460
trainGaPlayer01C;work004;50;39.864;0.004;40.420
trainGaPlayer01C;work004;51;48.565;0.003;49.065
trainGaPlayer01C;work004;52;43.552;0.000;43.552
trainGaPlayer01C;work004;53;43.698;0.007;44.698
trainGaPlayer01C;work004;54;47.462;0.000;47.462
trainGaPlayer01C;work004;55;53.201;0.011;54.868
trainGaPlayer01C;work004;56;49.581;0.008;50.831
trainGaPlayer01C;work004;57;52.345;0.013;54.254
trainGaPlayer01C;work004;58;55.673;0.011;57.387
trainGaPlayer01C;work004;59;47.590;0.003;48.090
trainGaPlayer01C;work004;60;57.192;0.008;58.353
trainGaPlayer01C;work004;61;65.111;0.016;67.575
trainGaPlayer01C;work004;62;62.110;0.019;64.961
trainGaPlayer01C;work004;63;56.833;0.027;60.881
trainGaPlayer01C;work004;64;59.992;0.006;60.570
trainGaPlayer01C;work004;65;63.468;0.017;65.982
trainGaPlayer01C;work004;66;56.790;0.017;59.290
trainGaPlayer01C;work004;67;64.619;0.005;63.317
trainGaPlayer01C;work004;68;62.141;0.023;65.599
trainGaPlayer01C;work004;69;57.393;0.035;62.690
trainGaPlayer01C;work004;70;59.687;0.016;62.068
trainGaPlayer01C;work004;71;54.486;0.030;58.950
trainGaPlayer01C;work004;72;63.244;0.022;65.586
trainGaPlayer01C;work004;73;69.271;0.023;72.265
trainGaPlayer01C;work004;74;74.182;0.018;75.098
trainGaPlayer01C;work004;75;76.131;0.037;81.014
trainGaPlayer01C;work004;76;69.836;0.044;75.264
trainGaPlayer01C;work004;77;65.821;0.019;68.675
trainGaPlayer01C;work004;78;64.941;0.043;71.360
trainGaPlayer01C;work004;79;75.934;0.025;77.648
trainGaPlayer01C;work004;80;83.485;0.047;89.896
trainGaPlayer01C;work004;81;73.084;0.019;76.001
trainGaPlayer01C;work004;82;81.300;0.029;85.565
trainGaPlayer01C;work004;83;83.369;0.022;83.369
trainGaPlayer01C;work004;84;79.849;0.037;85.063
trainGaPlayer01C;work004;85;77.406;0.023;80.904
trainGaPlayer01C;work004;86;73.801;0.054;81.849
trainGaPlayer01C;work004;87;76.982;0.023;80.404
trainGaPlayer01C;work004;88;80.859;0.066;90.657
trainGaPlayer01C;work004;89;88.107;0.025;90.622
trainGaPlayer01C;work004;90;78.814;0.019;81.730
trainGaPlayer01C;work004;91;83.930;0.025;87.172
trainGaPlayer01C;work004;92;85.033;0.026;88.912
trainGaPlayer01C;work004;93;86.583;0.028;89.539
trainGaPlayer01C;work004;94;98.772;0.030;98.473
trainGaPlayer01C;work004;95;88.201;0.019;89.843
trainGaPlayer01C;work004;96;92.029;0.023;95.410
trainGaPlayer01C;work004;97;89.516;0.041;95.488
trainGaPlayer01C;work004;98;98.447;0.035;102.562
trainGaPlayer01C;work004;99;111.953;0.073;114.865
trainGaPlayer01C;work004;100;99.513;0.028;103.222
trainGaPlayer01C;work004;101;114.576;0.036;116.243
trainGaPlayer01C;work004;102;101.757;0.061;106.683
trainGaPlayer01C;work004;103;108.256;0.043;112.104
trainGaPlayer01C;work004;104;103.518;0.053;110.463
trainGaPlayer01C;work004;105;109.558;0.086;117.725
trainGaPlayer01C;work004;106;110.639;0.039;112.086
trainGaPlayer01C;work004;107;115.941;0.091;127.967
trainGaPlayer01C;work004;108;115.849;0.054;122.066
trainGaPlayer01C;work004;109;116.819;0.073;122.932
trainGaPlayer01C;work004;110;117.221;0.036;117.899
trainGaPlayer01C;work004;111;123.912;0.059;126.026
trainGaPlayer01C;work004;112;126.502;0.063;129.352
trainGaPlayer01C;work004;113;119.947;0.044;122.974
trainGaPlayer01C;work004;114;128.540;0.042;130.619
trainGaPlayer01C;work004;115;130.579;0.033;130.567
trainGaPlayer01C;work004;116;129.184;0.028;129.907
trainGaPlayer01C;work004;117;134.336;0.035;133.262
trainGaPlayer01C;work004;118;127.506;0.079;135.685
trainGaPlayer01C;work004;119;129.258;0.067;134.243
trainGaPlayer01C;work004;120;135.181;0.060;132.312
trainGaPlayer01C;work004;121;127.432;0.058;126.902
trainGaPlayer01C;work004;122;134.626;0.060;132.175
trainGaPlayer01C;work004;123;136.930;0.039;131.642
trainGaPlayer01C;work004;124;135.116;0.083;141.391
trainGaPlayer01C;work004;125;140.444;0.082;141.606
trainGaPlayer01C;work004;126;127.357;0.018;124.455
trainGaPlayer01C;work004;127;150.486;0.061;148.037
trainGaPlayer01C;work004;128;137.624;0.051;131.360
trainGaPlayer01C;work004;129;143.291;0.068;140.806
