id;nr;iterations;kicks;goals;score
trainGaPlayer01C;work000;0;0.129;0.000;0.129
trainGaPlayer01C;work000;1;0.489;0.000;0.489
trainGaPlayer01C;work000;2;0.401;0.000;0.401
trainGaPlayer01C;work000;3;0.764;0.000;0.764
trainGaPlayer01C;work000;4;1.004;0.000;1.004
trainGaPlayer01C;work000;5;1.193;0.000;1.193
trainGaPlayer01C;work000;6;1.634;0.000;1.634
trainGaPlayer01C;work000;7;2.172;0.000;2.172
trainGaPlayer01C;work000;8;1.810;0.000;1.810
trainGaPlayer01C;work000;9;2.311;0.000;2.311
trainGaPlayer01C;work000;10;1.915;0.000;1.915
trainGaPlayer01C;work000;11;3.003;0.000;3.003
trainGaPlayer01C;work000;12;4.063;0.000;4.063
trainGaPlayer01C;work000;13;3.600;0.000;3.600
trainGaPlayer01C;work000;14;4.760;0.008;6.010
trainGaPlayer01C;work000;15;5.431;0.000;5.431
trainGaPlayer01C;work000;16;3.439;0.000;3.439
trainGaPlayer01C;work000;17;3.623;0.000;3.623
trainGaPlayer01C;work000;18;4.373;0.006;5.206
trainGaPlayer01C;work000;19;5.201;0.000;5.201
trainGaPlayer01C;work000;20;4.686;0.006;5.520
trainGaPlayer01C;work000;21;4.831;0.005;5.546
trainGaPlayer01C;work000;22;8.356;0.022;11.689
trainGaPlayer01C;work000;23;5.879;0.000;5.879
trainGaPlayer01C;work000;24;6.378;0.008;7.628
trainGaPlayer01C;work000;25;6.755;0.016;9.136
trainGaPlayer01C;work000;26;7.345;0.000;7.345
trainGaPlayer01C;work000;27;9.828;0.007;10.828
trainGaPlayer01C;work000;28;9.116;0.000;9.116
trainGaPlayer01C;work000;29;9.775;0.003;10.275
trainGaPlayer01C;work000;30;10.759;0.000;10.759
trainGaPlayer01C;work000;31;9.023;0.000;9.023
trainGaPlayer01C;work000;32;10.702;0.028;14.827
trainGaPlayer01C;work000;33;11.725;0.000;11.725
trainGaPlayer01C;work000;34;12.760;0.017;15.260
trainGaPlayer01C;work000;35;10.397;0.000;10.397
trainGaPlayer01C;work000;36;13.853;0.006;14.687
trainGaPlayer01C;work000;37;11.843;0.007;12.923
trainGaPlayer01C;work000;38;15.438;0.000;15.438
trainGaPlayer01C;work000;39;11.982;0.000;11.982
trainGaPlayer01C;work000;40;15.054;0.004;15.609
trainGaPlayer01C;work000;41;15.330;0.004;15.955
trainGaPlayer01C;work000;42;18.512;0.013;20.477
trainGaPlayer01C;work000;43;21.460;0.004;22.015
trainGaPlayer01C;work000;44;21.266;0.012;23.003
trainGaPlayer01C;work000;45;22.989;0.004;23.614
trainGaPlayer01C;work000;46;23.969;0.000;23.969
trainGaPlayer01C;work000;47;22.600;0.008;23.850
trainGaPlayer01C;work000;48;25.048;0.000;25.048
trainGaPlayer01C;work000;49;23.688;0.000;23.688
trainGaPlayer01C;work000;50;25.331;0.025;29.081
trainGaPlayer01C;work000;51;26.239;0.000;26.239
trainGaPlayer01C;work000;52;26.412;0.000;26.412
trainGaPlayer01C;work000;53;29.293;0.000;29.293
trainGaPlayer01C;work000;54;33.031;0.000;33.031
trainGaPlayer01C;work000;55;31.107;0.000;31.107
trainGaPlayer01C;work000;56;36.222;0.000;36.222
trainGaPlayer01C;work000;57;31.698;0.004;32.323
trainGaPlayer01C;work000;58;32.490;0.000;32.490
trainGaPlayer01C;work000;59;38.097;0.010;39.526
trainGaPlayer01C;work000;60;35.343;0.011;37.009
trainGaPlayer01C;work000;61;35.682;0.012;37.515
trainGaPlayer01C;work000;62;36.654;0.010;38.201
trainGaPlayer01C;work000;63;40.555;0.021;43.769
trainGaPlayer01C;work000;64;47.216;0.000;47.216
trainGaPlayer01C;work000;65;42.830;0.003;43.330
trainGaPlayer01C;work000;66;45.857;0.020;48.821
trainGaPlayer01C;work000;67;46.111;0.014;48.194
trainGaPlayer01C;work000;68;54.876;0.030;59.304
trainGaPlayer01C;work000;69;50.217;0.025;53.931
trainGaPlayer01C;work000;70;43.834;0.036;49.298
trainGaPlayer01C;work000;71;52.547;0.041;58.696
trainGaPlayer01C;work000;72;63.219;0.068;73.475
trainGaPlayer01C;work000;73;59.567;0.005;60.281
trainGaPlayer01C;work000;74;67.758;0.040;73.758
trainGaPlayer01C;work000;75;63.913;0.049;71.288
trainGaPlayer01C;work000;76;66.217;0.022;69.547
trainGaPlayer01C;work000;77;60.789;0.011;62.456
trainGaPlayer01C;work000;78;74.539;0.019;75.764
trainGaPlayer01C;work000;79;72.621;0.026;76.496
trainGaPlayer01C;work000;80;69.091;0.022;72.434
trainGaPlayer01C;work000;81;75.972;0.018;78.615
